id,Gender,Age,Height,Weight,BMI,Running_time,Distance,Calories
14,Male,30,195,98,18.7,92.44856029,4.131422629,934.1507998
14,Male,30,195,98,18.7,91.88690032,4.066370507,918.8080803
15,Female,49,173,88,19.4,50.92747924,7.04472311,993.5324205
15,Female,49,173,88,19.4,51.18590394,7.116719928,994.1220205
15,Female,49,173,88,19.4,49.85979896,7.097765393,976.1607291
15,Female,49,173,88,19.4,52.46896684,7.516463471,993.3230805
15,Female,49,173,88,19.4,51.51472047,7.067654692,994.4725116
15,Female,49,173,88,19.4,52.01319299,7.32870387,996.6188837
15,Female,49,173,88,19.4,51.1320254,7.114663776,994.3314401
15,Female,49,173,88,19.4,50.52630778,6.98677229,987.2696542
15,Female,49,173,88,19.4,50.53025406,7.203877059,1008.723519
15,Female,49,173,88,19.4,50.79578764,7.205383829,989.8317315
16,Male,24,199,81,26.5,86.50124295,9.511305871,719.3159918
16,Male,24,199,81,26.5,90.72375181,9.470870609,710.4355746
16,Male,24,199,81,26.5,88.69006993,9.297142522,718.0346327
16,Male,24,199,81,26.5,89.10378671,9.622537823,732.1664294
16,Male,24,199,81,26.5,93.40771671,9.041113446,712.7064763
16,Male,24,199,81,26.5,91.09963868,9.54446625,721.0018342
16,Male,24,199,81,26.5,87.27126002,9.34639711,719.6177166
16,Male,24,199,81,26.5,84.86239307,8.962620732,746.0306543
16,Male,24,199,81,26.5,93.05634552,9.278825297,718.9369786
16,Male,24,199,81,26.5,89.8741509,8.976269561,708.2851615
17,Female,39,181,73,24.6,91.20438455,11.87526951,284.2173046
17,Female,39,181,73,24.6,93.16374807,11.7967393,298.7188898
17,Female,39,181,73,24.6,93.70305974,11.88327085,301.4089387
17,Female,39,181,73,24.6,96.08577734,11.93225039,304.2019194
17,Female,39,181,73,24.6,96.15360102,11.70195138,294.5043231
17,Female,39,181,73,24.6,93.26170662,11.564472,321.3399821
17,Female,39,181,73,24.6,90.63036975,11.60406641,312.7321296
17,Female,39,181,73,24.6,93.33718055,11.79786692,269.2643794
17,Female,39,181,73,24.6,97.54625635,11.88199591,294.7807
17,Female,39,181,73,24.6,92.5993037,11.97857289,318.6268815
18,Female,45,196,72,27.1,101.0855046,2.900406702,979.2474496
18,Female,45,196,72,27.1,101.0941083,2.962335687,949.4527648
18,Female,45,196,72,27.1,99.26532011,3.313642363,938.9313173
18,Female,45,196,72,27.1,101.4996343,2.91279067,954.7376063
18,Female,45,196,72,27.1,96.14409816,3.264063639,924.279906
18,Female,45,196,72,27.1,103.5202108,2.917998431,944.1871006
18,Female,45,196,72,27.1,100.4660317,2.901297505,941.7227693
18,Female,45,196,72,27.1,96.27501857,3.025206476,964.2078659
18,Female,45,196,72,27.1,99.95178747,3.178963806,962.4588054
18,Female,45,196,72,27.1,104.0495278,2.604645236,954.9535958
19,Female,19,171,81,29,39.4962629,8.896842072,698.5868715
19,Female,19,171,81,29,41.33545449,8.374901716,676.7081197
19,Female,19,171,81,29,42.38426665,8.662902539,694.7463329
19,Female,19,171,81,29,43.41004134,9.081718879,649.3089071
19,Female,19,171,81,29,40.40356635,8.630776975,674.5462767
19,Female,19,171,81,29,39.99611597,8.627750902,671.6121413
19,Female,19,171,81,29,38.1387947,8.914017269,662.4432652
19,Female,19,171,81,29,39.26311343,8.843819267,668.7395663
19,Female,19,171,81,29,41.29506039,8.305895164,680.2554475
19,Female,19,171,81,29,41.82117848,8.216689044,674.7314412
20,Male,59,172,86,25.2,42.55683298,6.499845452,804.5952579
20,Male,59,172,86,25.2,43.34411666,6.601166282,796.1533998
20,Male,59,172,86,25.2,41.79122695,6.900597897,800.9175599
20,Male,59,172,86,25.2,43.1340466,6.573036907,803.7412851
20,Male,59,172,86,25.2,40.89512007,6.741017975,815.0076718
20,Male,59,172,86,25.2,43.52327772,6.463537094,820.8196747
20,Male,59,172,86,25.2,41.60787893,6.628417647,813.7491666
20,Male,59,172,86,25.2,44.64915039,6.570912871,800.7826554
20,Male,59,172,86,25.2,42.93035106,6.515844172,781.3546709
20,Male,59,172,86,25.2,43.27799483,6.578497773,800.2408275
21,Female,62,151,61,26.9,89.41515313,13.20233478,498.3456239
21,Female,62,151,61,26.9,87.21663909,12.64809806,505.001802
21,Female,62,151,61,26.9,89.55539257,12.89870118,489.6343225
21,Female,62,151,61,26.9,86.65805726,13.3162206,488.5184892
21,Female,62,151,61,26.9,88.10637462,13.36165455,526.8045832
21,Female,62,151,61,26.9,89.16163156,13.22980946,500.6436417
21,Female,62,151,61,26.9,89.39460244,12.90701376,491.6518326
21,Female,62,151,61,26.9,90.63081475,13.47153239,491.3947794
21,Female,62,151,61,26.9,85.56363499,12.8609538,491.1062903
21,Female,62,151,61,26.9,88.96049615,13.19529314,495.6396643
22,Male,23,176,98,27.2,61.861145,11.66846873,743.3031847
22,Male,23,176,98,27.2,59.39856593,11.59660364,730.164709
22,Male,23,176,98,27.2,60.80199862,12.14523176,709.1568888
22,Male,23,176,98,27.2,59.0006464,11.58253828,735.0912692
22,Male,23,176,98,27.2,58.82501932,11.64870033,730.0736408
22,Male,23,176,98,27.2,57.06713887,11.8005276,736.3490313
22,Male,23,176,98,27.2,58.86060008,11.86083909,733.5340756
22,Male,23,176,98,27.2,58.77705066,11.51686572,733.5109733
22,Male,23,176,98,27.2,61.72802037,11.35971665,717.9471883
22,Male,23,176,98,27.2,59.3912091,11.6157006,726.4300818
23,Female,45,191,62,22.8,59.21028661,9.883503884,552.5714252
23,Female,45,191,62,22.8,62.85443421,10.19900031,515.4808838
23,Female,45,191,62,22.8,64.76933957,10.1528945,543.5203998
23,Female,45,191,62,22.8,62.49828777,9.993851586,535.5423664
23,Female,45,191,62,22.8,64.49024951,9.805940101,525.6777616
23,Female,45,191,62,22.8,65.05584242,10.53580903,549.0377748
23,Female,45,191,62,22.8,64.34500642,10.09492892,541.5702962
23,Female,45,191,62,22.8,64.20638784,10.06202839,529.5571006
23,Female,45,191,62,22.8,66.33725381,10.4231046,526.3615515
23,Female,45,191,62,22.8,63.7294072,9.983938929,534.8572299
24,Female,45,151,72,21.3,112.8850416,6.394391596,210.9334646
24,Female,45,151,72,21.3,115.295938,6.00824328,218.5035118
24,Female,45,151,72,21.3,116.6869298,6.6223102,196.0978943
24,Female,45,151,72,21.3,113.3137714,6.297147371,188.3127502
24,Female,45,151,72,21.3,113.5339083,6.506009113,187.3341269
24,Female,45,151,72,21.3,113.6003412,6.379176332,197.6212084
24,Female,45,151,72,21.3,113.9480738,6.308231195,199.8582756
24,Female,45,151,72,21.3,113.8005455,6.314782017,199.7612221
24,Female,45,151,72,21.3,116.569486,6.202883425,208.7308218
24,Female,45,151,72,21.3,113.1136886,6.414774563,209.4570024
25,Female,61,175,74,20.9,66.41047157,14.04915224,574.672448
25,Female,61,175,74,20.9,64.75060904,13.87685246,566.8454564
25,Female,61,175,74,20.9,68.97812401,14.03530982,576.3895039
25,Female,61,175,74,20.9,66.05993249,13.93397102,569.5329411
25,Female,61,175,74,20.9,63.83431959,13.81801909,562.29033
25,Female,61,175,74,20.9,65.24670788,14.18742412,556.7951921
25,Female,61,175,74,20.9,66.60800034,14.24196761,590.7950571
25,Female,61,175,74,20.9,69.27054669,13.92516197,586.4190933
25,Female,61,175,74,20.9,70.49819643,13.6352787,574.5902332
25,Female,61,175,74,20.9,61.48024112,14.00136783,602.1075547
26,Female,61,166,84,21.4,33.92940078,3.487767778,494.7367938
26,Female,61,166,84,21.4,33.96430466,3.448859582,491.7013227
26,Female,61,166,84,21.4,36.50504188,3.67990843,494.871891
26,Female,61,166,84,21.4,32.94809308,3.522878926,509.3672262
26,Female,61,166,84,21.4,36.0996524,3.482865343,505.8322044
26,Female,61,166,84,21.4,34.05997701,3.616262258,490.0322378
26,Female,61,166,84,21.4,34.14169591,3.099142663,487.4891113
26,Female,61,166,84,21.4,31.56110921,3.355268345,472.6108518
26,Female,61,166,84,21.4,33.00248537,3.531497598,495.4908266
26,Female,61,166,84,21.4,35.73660416,3.500726412,500.4332688
27,Female,37,189,90,21.7,111.7522045,3.854870724,753.4164711
27,Female,37,189,90,21.7,111.9665581,4.330142615,746.9951597
27,Female,37,189,90,21.7,111.9984154,4.364017926,759.323301
27,Female,37,189,90,21.7,107.9657514,4.525097266,765.5497899
27,Female,37,189,90,21.7,109.3493009,4.468100757,749.5069785
27,Female,37,189,90,21.7,109.8597286,4.346926937,758.0211771
27,Female,37,189,90,21.7,115.3366447,4.507639704,760.6866759
27,Female,37,189,90,21.7,112.3159136,4.303166847,749.307492
27,Female,37,189,90,21.7,112.3558013,4.240247669,750.8070025
27,Female,37,189,90,21.7,109.2740627,4.3144946,723.3325344
28,Female,47,182,79,20.9,106.4592079,7.603831547,531.4250588
28,Female,47,182,79,20.9,106.4990574,7.677477462,515.4046259
28,Female,47,182,79,20.9,107.2643492,7.523069376,509.4581458
28,Female,47,182,79,20.9,106.0507729,7.56098153,487.3200948
28,Female,47,182,79,20.9,107.814212,7.625781476,518.1488134
28,Female,47,182,79,20.9,111.8436195,7.394262552,517.6670613
28,Female,47,182,79,20.9,104.53719,7.322901409,518.5107713
28,Female,47,182,79,20.9,109.6234739,7.256990713,498.9423358
28,Female,47,182,79,20.9,105.7589511,8.043346624,517.6938017
28,Female,47,182,79,20.9,110.6471899,7.573502672,500.406688
29,Female,28,158,66,28.6,54.8091391,4.442013797,699.064437
29,Female,28,158,66,28.6,57.41177957,4.550628492,720.2372376
29,Female,28,158,66,28.6,58.9330427,4.558467911,710.0681466
29,Female,28,158,66,28.6,54.51499231,4.484652387,705.256245
29,Female,28,158,66,28.6,56.1090979,4.207047211,682.5079225
29,Female,28,158,66,28.6,53.60107659,4.587181105,692.9757518
29,Female,28,158,66,28.6,53.19074987,4.683965464,712.7680761
29,Female,28,158,66,28.6,55.58429679,4.330560025,713.6948595
29,Female,28,158,66,28.6,52.78181538,4.570686052,696.5699755
29,Female,28,158,66,28.6,50.60790533,4.973551152,675.6897281
30,Female,45,192,98,27.2,90.98608849,14.84208005,562.4690803
30,Female,45,192,98,27.2,88.79121719,14.42034078,575.1575857
30,Female,45,192,98,27.2,94.72712209,14.81513675,595.8639016
30,Female,45,192,98,27.2,92.05768387,14.73990502,592.1198132
30,Female,45,192,98,27.2,91.37551127,14.44913781,580.0504666
30,Female,45,192,98,27.2,95.93175376,14.16155777,567.8905891
30,Female,45,192,98,27.2,89.90430974,14.22994617,577.7460912
30,Female,45,192,98,27.2,89.47378361,14.44637817,598.647938
30,Female,45,192,98,27.2,91.7932109,14.48509601,575.8762572
30,Female,45,192,98,27.2,88.23350028,14.18069262,577.6280379
31,Male,42,197,69,19,30.46415734,12.59247547,828.0921737
31,Male,42,197,69,19,28.20093971,12.89365126,795.5188248
31,Male,42,197,69,19,33.72885401,12.69966299,823.5085855
31,Male,42,197,69,19,32.79952177,12.59463839,823.183324
31,Male,42,197,69,19,37.12878114,12.97661139,820.0973602
31,Male,42,197,69,19,33.19764176,12.53932461,818.5487575
31,Male,42,197,69,19,33.43555873,12.70572464,821.9224801
31,Male,42,197,69,19,33.06446639,12.97308038,811.1980642
31,Male,42,197,69,19,32.8130626,12.62966436,817.2721499
31,Male,42,197,69,19,34.42442462,12.59716105,846.5308945
32,Male,56,188,97,21.6,112.825796,6.028634442,207.9243942
32,Male,56,188,97,21.6,116.1583445,6.257403266,205.274669
32,Male,56,188,97,21.6,118.8316541,6.327077721,216.2656504
32,Male,56,188,97,21.6,116.5541038,6.049101832,218.6775857
32,Male,56,188,97,21.6,116.0034361,6.287095512,225.2018388
32,Male,56,188,97,21.6,122.7336679,5.845718415,214.9829567
32,Male,56,188,97,21.6,120.9863597,6.26454191,224.6791678
32,Male,56,188,97,21.6,121.4111284,6.384898422,206.8419859
32,Male,56,188,97,21.6,118.3271341,6.052379664,215.3258844
32,Male,56,188,97,21.6,115.6646141,6.114610155,209.1637481
33,Female,50,178,74,18.8,74.86059404,9.943239225,714.1336463
33,Female,50,178,74,18.8,72.38606975,9.663662345,695.521711
33,Female,50,178,74,18.8,71.31321964,10.07544977,707.1419729
33,Female,50,178,74,18.8,70.78047689,10.23109277,694.3985399
33,Female,50,178,74,18.8,70.00828001,9.64758052,715.9357964
33,Female,50,178,74,18.8,70.7269125,9.982584494,695.8300884
33,Female,50,178,74,18.8,71.21999357,10.25202397,687.9353273
33,Female,50,178,74,18.8,72.56795279,10.28679449,717.5004261
33,Female,50,178,74,18.8,67.9422524,9.680531221,682.4312628
33,Female,50,178,74,18.8,67.57749089,9.84521823,690.6585696
34,Female,18,191,71,24.2,118.1401648,14.76779931,424.1195421
34,Female,18,191,71,24.2,118.3694692,14.5117021,422.7839187
34,Female,18,191,71,24.2,122.71993,14.84086529,425.0852799
34,Female,18,191,71,24.2,118.4408557,14.54842546,432.4996726
34,Female,18,191,71,24.2,123.0279965,14.77370058,436.4198062
34,Female,18,191,71,24.2,119.6681519,14.83656431,434.9437547
34,Female,18,191,71,24.2,117.3207414,14.81844135,436.5607871
34,Female,18,191,71,24.2,117.63302,14.80919459,424.6651557
34,Female,18,191,71,24.2,118.6612335,14.77401318,440.6926655
34,Female,18,191,71,24.2,118.099806,14.81719501,435.7413971
35,Female,44,175,62,24,47.13367216,13.57200652,277.8520584
35,Female,44,175,62,24,47.09121318,14.18020293,279.5313774
35,Female,44,175,62,24,47.64838242,13.83093827,288.3994625
35,Female,44,175,62,24,46.95017526,13.64058022,280.0693694
35,Female,44,175,62,24,43.37035563,13.52377944,278.5670694
35,Female,44,175,62,24,49.94937611,13.78180504,298.8697639
35,Female,44,175,62,24,48.32941262,13.33190398,283.5416425
35,Female,44,175,62,24,49.89353739,13.37493561,310.9119868
35,Female,44,175,62,24,47.64776273,13.51793519,290.8150499
35,Female,44,175,62,24,47.50230971,13.59560348,291.1707944
36,Male,30,184,68,28.1,68.66406789,10.02988808,332.8288954
36,Male,30,184,68,28.1,68.63110356,10.1336671,332.7650015
36,Male,30,184,68,28.1,66.65134498,10.3847323,337.94887
36,Male,30,184,68,28.1,66.06677963,10.10220855,325.4988958
36,Male,30,184,68,28.1,66.76294272,9.979115986,325.7057181
36,Male,30,184,68,28.1,71.41239114,10.1166967,328.3232454
36,Male,30,184,68,28.1,68.86316551,10.1609005,333.4689908
36,Male,30,184,68,28.1,71.32129493,10.2649316,330.0258709
36,Male,30,184,68,28.1,68.38712803,10.21046991,332.9909534
36,Male,30,184,68,28.1,68.11366697,10.24676787,323.5908616
37,Female,58,199,98,22,100.6979281,13.83011387,942.9284289
37,Female,58,199,98,22,99.15455836,13.80962868,952.0162053
37,Female,58,199,98,22,105.4479249,14.06239291,944.9276722
37,Female,58,199,98,22,97.85757622,14.17361444,941.9145461
37,Female,58,199,98,22,99.66663767,13.8160798,947.1866298
37,Female,58,199,98,22,102.678713,13.62684786,931.2088267
37,Female,58,199,98,22,97.84165114,14.10045789,948.9942653
37,Female,58,199,98,22,102.6552993,13.543999,938.9356394
37,Female,58,199,98,22,96.67727388,13.5793834,944.6733287
37,Female,58,199,98,22,98.63978631,13.80881777,943.2967818
38,Male,20,174,85,27.9,68.07023891,14.89491599,343.3789877
38,Male,20,174,85,27.9,64.86457931,15.21970181,334.8414312
38,Male,20,174,85,27.9,68.49929841,14.46845312,338.5509489
38,Male,20,174,85,27.9,69.52955366,14.94468174,347.2783699
38,Male,20,174,85,27.9,68.22770481,15.22039493,362.8070525
38,Male,20,174,85,27.9,68.56509856,14.84018093,352.1547505
38,Male,20,174,85,27.9,64.3403608,14.97325646,356.8468741
38,Male,20,174,85,27.9,69.14561431,15.04461847,334.8786312
38,Male,20,174,85,27.9,68.36792664,14.89729209,353.3114308
38,Male,20,174,85,27.9,71.52256082,14.50953793,352.593092
39,Male,56,173,61,29.6,42.21490384,12.00995847,227.1023797
39,Male,56,173,61,29.6,42.60812111,11.93526675,224.1848669
39,Male,56,173,61,29.6,43.94211917,12.17335664,236.9598322
39,Male,56,173,61,29.6,41.59469234,11.6624416,232.6485183
39,Male,56,173,61,29.6,43.56952965,11.98631728,215.2619298
39,Male,56,173,61,29.6,42.90207973,11.85577565,229.2745665
39,Male,56,173,61,29.6,43.13676168,12.43192091,224.4865948
39,Male,56,173,61,29.6,43.28750925,12.46270236,228.5061289
39,Male,56,173,61,29.6,44.51223818,12.16317244,222.4790189
39,Male,56,173,61,29.6,40.98134509,11.68517295,233.3568367
40,Male,23,162,90,19.5,63.78169598,3.943828631,260.3432975
40,Male,23,162,90,19.5,61.35658653,3.601084887,271.9792033
40,Male,23,162,90,19.5,61.81095646,3.825357025,246.0711746
40,Male,23,162,90,19.5,60.80564034,3.755766216,260.8566412
40,Male,23,162,90,19.5,61.38444072,3.855723894,261.4546421
40,Male,23,162,90,19.5,62.73604627,3.780526588,262.0050738
40,Male,23,162,90,19.5,63.95543307,3.842609301,256.4987155
40,Male,23,162,90,19.5,58.54718755,3.941927294,270.6444096
40,Male,23,162,90,19.5,61.29870559,3.64966307,261.1975647
40,Male,23,162,90,19.5,60.52909835,3.773999436,258.0638767
41,Male,25,156,68,27.6,82.18086144,7.700568008,363.9366614
41,Male,25,156,68,27.6,79.98301181,7.7373226,360.9742769
41,Male,25,156,68,27.6,78.9460383,7.747475986,371.6600869
41,Male,25,156,68,27.6,82.28745349,8.166262659,355.0501668
41,Male,25,156,68,27.6,81.71554135,7.674913312,364.8067093
41,Male,25,156,68,27.6,76.27928438,8.293568097,358.8650229
41,Male,25,156,68,27.6,81.34203161,7.773799839,347.5867699
41,Male,25,156,68,27.6,80.53558319,7.92113248,363.5089525
41,Male,25,156,68,27.6,80.706799,7.664106114,346.5135589
41,Male,25,156,68,27.6,76.95065256,7.308225243,363.6969417
42,Male,44,185,61,25.3,66.88797023,13.10498691,410.1095836
42,Male,44,185,61,25.3,65.85941365,12.75005986,413.5866009
42,Male,44,185,61,25.3,69.09983178,12.39987971,438.660103
42,Male,44,185,61,25.3,66.74896459,12.83412353,416.3717658
42,Male,44,185,61,25.3,67.67300277,13.0185859,417.6140129
42,Male,44,185,61,25.3,66.44703998,13.12902744,425.6041629
42,Male,44,185,61,25.3,64.73758409,13.45607552,448.5105062
42,Male,44,185,61,25.3,64.87300364,13.23855999,410.9503492
42,Male,44,185,61,25.3,68.42612261,12.8107602,411.9807996
42,Male,44,185,61,25.3,67.28785605,13.28641955,407.6014204
43,Female,26,194,58,24,47.39764313,5.787183785,442.5497885
43,Female,26,194,58,24,49.00932358,5.413800799,463.3917468
43,Female,26,194,58,24,50.37955755,5.710952614,474.5601849
43,Female,26,194,58,24,50.17209542,5.909442174,444.4520844
43,Female,26,194,58,24,50.00746405,5.55899204,467.7553858
43,Female,26,194,58,24,53.24818822,5.701670677,465.0181878
43,Female,26,194,58,24,52.93610186,5.594684048,488.0308055
43,Female,26,194,58,24,52.04998874,5.882024801,450.7271486
43,Female,26,194,58,24,50.00063066,5.925672857,461.9624921
